Timestamp,Voltage_kV,Current_A,Frequency_Hz,Power_Load_MW,Temperature_C,Humidity_Percent,Vibration_Level,Relay_Status,Fault_Detected
2024-01-01 00:00:00,234.06776915215974,477.0257181722346,50.53036376270675,109.35417306616394,37.06892159358727,83.40404963093675,2.5937516776002383,0.0,0.0
2024-01-01 00:05:00,160.2514892657167,786.7749659481212,43.843812725185586,161.04689475752264,54.785439750170355,90.0,7.215719268218829,1.0,1.0
2024-01-01 00:10:00,222.6824379894152,512.0193183749614,50.31974303481999,101.21884319466088,32.34504857395186,60.30913674172853,3.1927138561801813,0.0,0.0
2024-01-01 00:15:00,216.8635627598126,484.1597799296774,50.135004121084414,114.25272491551164,30.63807759286341,44.437960188981464,2.562432941236936,0.0,0.0
2024-01-01 00:20:00,135.0292054515797,726.9815520926147,44.08607369435277,164.4439306039641,51.716419282943896,48.81946146987758,8.781015385603997,1.0,1.0
2024-01-01 00:25:00,226.99984143046942,563.167961376284,49.64943048695783,81.70928676650037,39.167741647419916,45.212800850443735,3.53558505728128,0.0,0.0
2024-01-01 00:30:00,230.04573260588563,569.4167702588348,50.740140011796136,91.53139185902569,31.13401982707282,57.28273728038089,4.452063718018827,0.0,0.0
2024-01-01 00:35:00,222.21728407749694,556.8503014441758,49.997228081370956,107.33203645070569,31.482330150112727,44.42139926569959,1.7131933889864217,0.0,0.0
2024-01-01 00:40:00,248.60950039333844,542.3010919306998,48.401281500302055,105.36966434299585,37.459248615331106,49.238714062533894,3.524762106329751,0.0,0.0
2024-01-01 00:45:00,219.3920499535646,525.5433114744224,50.93349393021716,109.55262513947844,30.60360897567951,57.6381472457842,2.856076737488048,0.0,0.0
2024-01-01 00:50:00,226.4854359327529,494.65064207709554,49.721377294569734,85.36792637351408,38.866968912852286,79.25207804928648,4.740985429335068,0.0,0.0
2024-01-01 00:55:00,250.0,553.9691617800262,51.064697683649875,74.9250404808863,37.99296708199924,66.9949259220223,3.2586221875284416,0.0,0.0
2024-01-01 01:00:00,229.64101568277363,487.2857336648351,49.312547689070314,74.56929127056065,34.96892847853174,43.24559140633394,3.0289235917152877,0.0,0.0
2024-01-01 01:05:00,164.05781104239648,632.6194189956353,43.21677154190774,177.29021938461887,52.497757319884336,68.81708127170108,5.0,1.0,1.0
2024-01-01 01:10:00,148.35028224531436,684.2780339932499,44.68763301449436,154.15218331123899,54.96822397744561,65.96387473224401,7.615252320920705,1.0,1.0
2024-01-01 01:15:00,238.97835517464856,455.2460317779512,50.132689592867294,57.56464311209825,25.39806018044557,68.36535474498356,2.6538673500339196,0.0,0.0
2024-01-01 01:20:00,231.2837568741119,569.2614048745362,49.648786442406674,108.8389015462113,29.378666555029497,66.79615197489267,3.9329009251014795,0.0,0.0
2024-01-01 01:25:00,234.21818026311604,517.1957317326095,50.00609444408753,105.16469050427459,39.433976213949194,58.95281951731596,3.061185133633521,0.0,0.0
2024-01-01 01:30:00,168.49327094573485,620.7447372593267,45.66180405938144,200.67169580377302,58.63471903942574,71.59959391605987,7.864058422754053,1.0,1.0
2024-01-01 01:35:00,148.0652865663577,770.2143917607627,45.80102399001532,150.0,57.30627767459391,67.88900423701232,5.732782628157779,1.0,1.0
2024-01-01 01:40:00,226.62150373665892,475.6779740679624,49.73508430539373,69.81412269509613,44.96690178955366,47.306523726115444,1.1490087283692207,0.0,0.0
2024-01-01 01:45:00,222.09667431013725,425.94911478277913,49.79311170871152,132.03116453472487,29.455802353448647,74.39303153649686,2.5621369359624255,0.0,0.0
2024-01-01 01:50:00,238.47160100471828,426.15650011957877,50.384132480245405,72.9803417469584,43.531452044054085,47.97672997743557,2.544171259955469,0.0,0.0
2024-01-01 01:55:00,200.0,622.1497970736942,44.72879728641154,150.0,56.41422167348246,52.72079605255978,5.572616329342603,1.0,1.0
2024-01-01 02:00:00,165.4544029338656,831.5364207102942,45.574647974815875,158.87381530322162,51.191780240304915,42.332536735496646,10.0,1.0,1.0
2024-01-01 02:05:00,218.04698857440331,489.10856530151693,50.662705592451076,102.46090672817974,36.91148504428958,62.76700863611046,3.0222682403090495,0.0,0.0
2024-01-01 02:10:00,231.67767513576635,456.9643557604244,50.17815001223984,79.08279612210026,31.718297167583565,41.49311487723095,1.9521328369384736,0.0,0.0
2024-01-01 02:15:00,133.43030547479415,676.7802252075733,44.08420187066574,157.9149640693759,52.36526234115868,66.61919277548162,5.128426259168348,1.0,1.0
2024-01-01 02:20:00,227.19730107542344,499.49469508864985,49.8855129613969,88.02498268831727,39.98669651024863,44.82104387087011,4.592329841482575,0.0,0.0
2024-01-01 02:25:00,206.03632778917205,564.6105003511262,49.681644800107584,137.97755352876922,38.93236140356648,67.07350007149009,2.294632910364731,0.0,0.0
2024-01-01 02:30:00,244.3568962255241,413.8462531970158,50.23908283484522,86.53773874112608,30.48475072820696,61.17281952785013,2.0879784608914913,0.0,0.0
2024-01-01 02:35:00,221.29324556568315,464.31137078995187,49.7772679949277,72.44068574275023,30.059477621064836,81.683351498026,3.040121749768019,0.0,0.0
2024-01-01 02:40:00,146.65936858527837,632.6601038401674,45.46755783594006,242.19853559098874,50.0,34.175232042031794,9.915399863847693,1.0,1.0
2024-01-01 02:45:00,224.04957508047264,516.2655205537611,49.200182025196916,58.56626844417499,39.60028177726575,64.46159744908174,2.877961042551007,0.0,0.0
2024-01-01 02:50:00,200.0,519.5678688420975,50.16325187033076,93.2439672888671,36.97433737899707,66.30918677154179,1.29682917218965,0.0,0.0
2024-01-01 02:55:00,225.0958524086371,450.74512977100403,50.22644842271829,94.86948374242878,39.124071634222354,77.18312250201308,1.9341517288436547,0.0,0.0
2024-01-01 03:00:00,142.30974288963336,820.7633526091247,44.802203907735645,150.0,54.84919425664783,84.05659915032268,5.456289322839188,1.0,1.0
2024-01-01 03:05:00,220.3101679040058,469.22644267561935,49.52511079946304,81.70657161733965,34.549596862016266,49.223155485989544,3.9882935107938127,0.0,0.0
2024-01-01 03:10:00,213.44504279861047,476.43475385095434,49.75145577648165,85.32248946592509,26.278975493938322,50.70771562458754,2.7337168398679523,0.0,0.0
2024-01-01 03:15:00,224.28672591019802,493.4469079509602,50.45795543645098,98.9275243773955,36.60790681379703,50.874566008430975,2.2704779346395263,0.0,0.0
2024-01-01 03:20:00,234.06853237165885,448.22215895592706,49.90330294008572,96.33620811815942,32.37262330060959,61.412856692772195,4.048927136276159,0.0,0.0
2024-01-01 03:25:00,129.95309535509548,908.8896581927702,45.579858222872936,174.99840367250906,50.0,75.41496237992297,6.830942604691423,1.0,1.0
2024-01-01 03:30:00,134.25088747846476,678.5763163922835,44.07934252117827,154.82745482897118,53.291118303645106,54.60830508923027,10.0,1.0,1.0
2024-01-01 03:35:00,229.4251917910866,400.0,49.88815061248321,54.943201850823925,37.29358136561947,89.3262297181134,1.906151264370059,0.0,0.0
2024-01-01 03:40:00,177.4622549967371,601.9825563572443,44.57965941483085,221.82644414223284,50.336980707516226,67.23804274422513,5.277640390238318,1.0,1.0
2024-01-01 03:45:00,217.9299520985495,522.6948904107714,49.694684798247266,103.18263998119437,43.458624434476356,61.12047493237293,1.0,0.0,0.0
2024-01-01 03:50:00,159.35925396347713,789.0648524163835,44.188351359036986,184.83926068017144,56.25749605762213,37.132602984861066,8.488803270034827,1.0,1.0
2024-01-01 03:55:00,228.97911758414608,509.69346265842495,50.177782491359835,115.3191365931324,40.14813031683992,52.19496109271522,1.2622953406069521,0.0,0.0
2024-01-01 04:00:00,154.39273419291243,636.3419714689499,44.0784136366473,198.5521164228462,58.22601569346671,34.67026889794924,5.0,1.0,1.0
2024-01-01 04:05:00,138.9249035511744,742.6657001388883,45.5351757913883,189.4462388490688,52.1134713041516,90.0,8.74061545183232,1.0,1.0
2024-01-01 04:10:00,217.04527163636524,492.9090220343947,50.049640995734016,100.49681225787039,37.54296835659778,47.17699956105104,2.943053983838977,0.0,0.0
2024-01-01 04:15:00,243.80864505826798,461.91973890254576,49.98179778816865,94.04127611891377,32.63490872488157,53.14582790373466,2.9987596881251184,0.0,0.0
2024-01-01 04:20:00,227.13617692148068,457.89651121996496,50.83875126484581,78.25849706629015,34.95330205946729,83.27106658149853,3.4962465034887202,0.0,0.0
2024-01-01 04:25:00,228.9301035317246,495.3555848593769,50.30544429916799,130.53357667572433,41.64958460002592,63.48063691674298,2.863459934133881,0.0,0.0
2024-01-01 04:30:00,222.10547171599165,521.8265689022356,50.042305405277645,112.29205499652576,41.47205146652321,79.02474432878289,4.150549984209067,0.0,0.0
2024-01-01 04:35:00,154.85795450695664,671.5424782996613,43.52345802336538,203.0645385315368,57.16706270246346,63.983688260648734,8.659474539823648,1.0,1.0
2024-01-01 04:40:00,233.46396287707165,410.3030907104351,49.96511871770858,100.88468276707165,39.72240077244594,55.39672072763006,3.76235579939955,0.0,0.0
2024-01-01 04:45:00,247.5601465933077,525.6959697964045,50.017589630366466,74.93118624348125,38.37748140256654,30.0,1.7188302093396381,0.0,0.0
2024-01-01 04:50:00,228.01720394245987,517.5676881603167,49.97990407656347,96.04822785582653,31.56848554886833,45.86300908852509,3.8178057267134475,0.0,0.0
2024-01-01 04:55:00,239.3186937808498,458.0670825898713,49.177934361172085,100.87504368794572,32.857075114019956,81.30203856365821,2.9397718296272988,0.0,0.0
2024-01-01 05:00:00,217.86488356295922,479.2601396914113,49.98396279786133,128.5917645924921,38.142433334087706,77.3419582100524,4.533599548322823,0.0,0.0
2024-01-01 05:05:00,222.7222707566282,557.0428709333469,49.92059136342265,98.76322336611636,40.449436740531915,75.52249833591841,3.0697072654277737,0.0,0.0
2024-01-01 05:10:00,131.49748560569242,685.5127039623881,44.57434166617712,155.6660318682406,58.63904756953625,52.787369277933855,7.262737569703418,1.0,1.0
2024-01-01 05:15:00,228.28960452642778,453.75025882148515,49.84329550755632,87.94111422862619,37.29603155935301,72.85743256425408,2.497642082816858,0.0,0.0
2024-01-01 05:20:00,222.2739716821989,541.3204791110765,50.393324010708156,100.47839449595168,25.0,67.68354444972098,3.3715343938566082,0.0,0.0
2024-01-01 05:25:00,237.31095036443435,420.43705379620667,50.48128777390082,86.71444825973968,34.11219579239197,75.89374020374827,3.3995118853106154,0.0,0.0
2024-01-01 05:30:00,219.6151716213091,444.50609970704335,49.76932929731388,97.13866203002773,29.216528080004693,57.62065129272738,2.4122419580865415,0.0,0.0
2024-01-01 05:35:00,215.05045610654545,425.6873642304568,50.93130923961081,133.9537799698495,36.40563004637426,61.30792042967846,3.846145564728975,0.0,0.0
2024-01-01 05:40:00,223.98978363074536,499.6029255493062,49.74765274948152,95.49487196790122,40.926388224379814,76.66114534815516,4.4638984098852035,0.0,0.0
2024-01-01 05:45:00,229.1396212962721,400.41066073298595,50.634563495505446,125.67367333854843,37.67817305888394,47.06265882631041,2.632129671287038,0.0,0.0
